original,predicted,ix,wer,cer,num_tokens,num_chars,path,substitutions,insertions,deletions
अद्य अशेषदेशे ईद्उल्फ<unk>ितर पर्व सश्रद्धं सोत्साहं च परिपाल्यते ,अद्य अशेष देशे दलित पर्व सश्रद्धम् सोत्साहम् च परिपाल्य ,266,6,17,8,58,/home/holla/data/processed/DAJ-2014-07-29-1810-0004.wav,5,1,0
अग्रिष्टोमः अत्यग्रिष्टोमः उक्थ्यः षोडशी अतिरात्रः अप्तोर्याः वाजपेयः इति ,अदृष्टः इत्यष्टमूर्तयः षोडश अचिरात् अन्तर्यामी वाजपेयि इति ,551,7,26,8,66,/home/holla/data/processed/KAM-2010-07-20-0428-0017.wav,6,0,1
सीमासुरक्षाबलानि पाकिस्तानीयभटाश्च अद्य प्रातः सोत्साहम् ईदपर्व परिपालितवन्तः ,सीमा सुरक्षा बलानि पाक स्थानी भटान् अद्य प्रातः सोत्साहम् पर्व परिपालयतः ,223,8,12,7,71,/home/holla/data/processed/DAJ-2014-07-29-1810-0019.wav,4,4,0
भारतस्य ऊन त्रिंशत्तमराज्य रूपेण तेलंगाना विगतमध्य रात्रितः सुप्रतिष्ठितमभवत् ,भारतस्य ऊन त्रिन्शत्तमः राज्य रूपेण तरङ्गान् विगत मध्यरात्रः स्वप्रतिष्ठितम् अभवत् ,803,7,13,8,70,/home/holla/data/processed/DAJ-2014-06-02-0655-0001.wav,5,2,0
ड<unk> सिंहो दूरभाषद्वारा भाजपाप्रधान मन्त्रि पदप्रत्याशिनं नरेन्द्रमोदिनं वर्धापितवान् ,डाक्टर् सङ्घः दूरभाष द्वारा राजा प्रधानमन्त्री पद प्रत्याशा नरेन्द्र मोदम् वर्धापनानि ,134,11,23,8,80,/home/holla/data/processed/DAJ-2014-05-17-0655-0007.wav,8,3,0
एवं पञ्चम सूत्रे पुरस्तात् उदग्वा उपक्रमः इति ,एवम् पञ्च सूत्रे पुरस्तात् उदग्रा उपक्रमः इति ,809,3,4,7,39,/home/holla/data/processed/KAM-2010-07-20-0428-0105.wav,3,0,0
प्रधान मन्त्री नरेन्द्रमोदी आगामिनि सप्ताहे म्यांमारओस्ट्रेलियाफिजीचेति देश त्रयस्य यात्रां विधास्यति ,प्रधानमन्त्री नरेन्द्रम् आगामिनि सप्ताहे स्याम् आश्चर्य भेजे चेति देश त्रयस्य यात्राम् ,329,9,27,10,92,/home/holla/data/processed/NKN-2014-11-06-1810-0001.wav,4,3,2
राक्षसानां वानरैः सह केशाकेशि युद्धं प्रवृत्तम् ,राक्षसानाम् वानरैः सह केशाकेशि युद्धम् प्रवृत्तम् ,888,2,4,6,42,/home/holla/data/processed/VP1-2015-04-10-1200-0009.wav,2,0,0
तैः व्याख्याते तैत्तिरीय भाष्ये पाणिनेः प्राधान्यं तत्र तत्र प्रादर्शि ,तैः व्याख्याते तैत्तरीय भाष्ये पाणिना प्राधान्यम् तत्र तत्र प्रादर्शयत् ,45,4,8,9,62,/home/holla/data/processed/VP3-2015-04-10-1200-0004.wav,4,0,0
शारदापर्णीनिधिप्रकरणं अन्वीक्षितुं केन्द्रीयान्वीक्षण विभागः विशिष्टान्वीक्षणवृन्दमेकं विरचितवान् ,शरदा प्रणिधिः प्रकरणम् अन्वक् तुम् चेन्द्रियाणि वीक्ष्य विभागः विशिष्टाम् वीक्ष्य वृन्दमेकम् वि रचितवान् ,303,12,24,6,92,/home/holla/data/processed/BDS-2014-05-13-0655-0002.wav,5,7,0
गृहम् इदं पञ्च षेषु मासेषु निर्मितं भविष्यति ,गृहम् इदम् पञ्चषेषु मासेषु निर्मितम् भविष्यति ,614,4,4,7,38,/home/holla/data/processed/VP2-2015-04-10-1200-0002.wav,3,0,1
अस्माकं वार्ताहरो विज्ञापयति यत् बारामूलालोकसभासनार्थं बहुकोणीया स्पर्धा संभाव्यते ,अस्माकम् वार्ताः विज्ञायत यद्बालाः लोक सभा सार्धम् बहु कोणे स्पर्धा सम्भाव्यते ,345,10,22,8,75,/home/holla/data/processed/BDS-2014-05-02-1810-0011.wav,7,3,0
सेविकायाः कृताकृतानि कर्माणि दृष्ट्वा माता अतीव रुष्टा ,सेवायाः कृता कृतानि कर्माणि दृष्ट्वा माता अतीव दृष्टा ,190,4,4,7,48,/home/holla/data/processed/VP2-2015-04-10-1200-0003.wav,3,1,0
अमेरिकादेशीयविदेशमन्त्री ज<unk>न् कैरीः वित्तमन्त्रिणं रक्षामन्त्रिणं च अरुणजेटलीम् अमिलत् ,अमेरिकादेशे विदेशे मन्त्री जानकी वित्तम् रणम् रक्षा मन्त्रिणम् च अरणिम् अमिलत् ,49,9,26,8,83,/home/holla/data/processed/DAJ-2014-07-31-1810-0003.wav,6,3,0
नियमः इति केवलं एकदेशविवक्षया उच्येत ,नियमः इति केवलम् एकदेशविवर्ति उच्येत ,422,2,6,5,32,/home/holla/data/processed/AAM-2010-07-11-0520-0067.wav,2,0,0
निर्वाचनायोगेन् अद्य अरविन्द केजरीवालाय परिपृच्छापत्रं प्रसार्य पृच्छा विहिता ,निर्वाचन योगेन अद्य अरविन्दे ज्वाला परिवृत्य पत्रम् प्रसार्य पृच्छा विहिता ,55,6,12,8,70,/home/holla/data/processed/MDV-2015-01-20-1810-0001.wav,4,2,0
अस्य विद्यालयस्य उत्तरशालायां सङ्गणक प्रकोष्ठम् अस्ति ,अस्य विद्यालयस्य उत्तरकालम् सङ्ग प्रकोष्ठम् अस्ति ,222,2,7,6,48,/home/holla/data/processed/VP1-2015-04-10-1200-0059.wav,2,0,0
राष्ट्रपतिः श्री प्रणवमुखर्जी अवादीत् यत् प्रशासनं देशाद् निर्धनताम् उन्मूलयितुं प्रतिश्रुतमस्ति ,राष्ट्रपतिः श्री प्रणव मुखरः अवादीत् यत् प्रशासनम् देशात् निर्धनताम् उन्मूलयितुम् प्रतिश्रुतम् अस्ति ,613,7,10,10,87,/home/holla/data/processed/DAJ-2014-06-09-1810-0005.wav,5,2,0
तत परं अत्र या या सृष्टिरुच्यते तयोस्सम्बन्ध कथं अनन्तरं यज्ञसृष्ट्योस्सम्बन्धः कथमिति विवेक्तव्यमिति ,ततः परम् अत्र यया सृष्टि मुच्यते तयोः सततम् अनन्तरम् यज्ञस्य समम् कथमिति विवेक्तव्यम् ,379,11,32,12,90,/home/holla/data/processed/ANA-2010-07-20-0216-0135.wav,10,1,0
केन्द्रं मूल्य वृध्देः नियन्त्रणार्थं राष्ट्रियविपणन नीतेः प्रवर्तनं संकेतितवत् ,केन्द्रम् मूल्य वृद्धेः नियन्त्रण अर्थम् राष्ट्रिय विपणौ नीतेः प्रवर्तनम् सङ्कलितम् ,135,8,16,8,72,/home/holla/data/processed/DAJ-2014-06-21-0655-0003.wav,6,2,0
सचिवालयस्य परिवर्तिषु क्षेत्रेषु साम्प्रतमपि एक फुटमितं जलं विद्यते ,स शिवालयस्य परिवर्तितः क्षेत्रेषु साम्प्रतमपि एक पुष्पितम् जलम् विद्यते ,16,5,11,8,60,/home/holla/data/processed/NKN-2014-09-18-1810-0004.wav,4,1,0
आमआदमीपार्टीति दलस्य नेत्री शाजियाइल्मी अद्य दिल् न दलं परित्यक्तवती ,पद्मी पाणीति जलस्य नेत्री शच्या इद् अद्य दिन दलम् परित्यक्तवती ,457,8,18,9,60,/home/holla/data/processed/SUK-2014-05-24-1810-0007.wav,7,1,0
राष्ट्रमद्य अष्टषष्टितमं स्वतन्त्रतादिवसं देशभक्ति भावनया समायोजयति ,राष्ट्रम् अत्र षष्टि तम् स्वतन्त्रता दिवसम् देशभक्तः भावनया समालोचय ,359,8,12,6,62,/home/holla/data/processed/NKN-2014-08-15-1810-0001.wav,5,3,0
तत् सुष्टिविषये अस्म् अस्माभिः विचारः क्रियते चेत् सृष्टि कथमभवत् ,तत् दृष्टिविषये अस्मरन्नपि विचारः क्रियते चेत् सृष्टिः कथम् ,200,5,13,9,57,/home/holla/data/processed/ANA-2010-07-20-0216-0132.wav,4,0,1
गत रात्रौ पञ्च सदस्यात्मकेन विशेषान्वीक्षण दलेन शशि थरुरः भूरि परिपृष्टः ,गत रात्रौ पञ्च स्यात् केन विशेषान् वीक्षणेन शशधरो भूरि परिपृष्टम् ,58,6,12,10,63,/home/holla/data/processed/MDV-2015-01-20-1810-0006.wav,6,0,0
इन्द्रः वृत्रं हत्वा देवतारिश्च इन्द्रियेण च व्यार्ध्यत ,इन्द्रः वृत्तम् हत्वा देवताभ्यश्च इन्द्रियेण च व्यर्थता ,283,3,11,7,49,/home/holla/data/processed/VAM-2010-06-22-2218-0040.wav,3,0,0
जनैः निज सम्मर्षाः तत् तद् देशीयेषु भारतीय दूसावासेषु प्रेषयितुं शक्ष्यन्ते ,जनैः निसर्गः तत्तत् देशेषु भारतीय दूतः वासिषु प्रेषयितुम् शक्यन्ते ,193,9,16,10,66,/home/holla/data/processed/MDV-2015-01-20-1810-0008.wav,8,0,1
बांग्लादेशीयपर्यटकाणां कृते प्रवेशानुज्ञा पत्रीयप्रक्रियां सरलीकर्तुं भारतं निरणैषीत् ,वाङ् देशीय पर्यटकाणाम् कृते प्रविशन् ज्ञात्वा प्रक्रियाम् सरलः कर्तुम् भारतम् निरणैषीत् ,92,9,21,7,79,/home/holla/data/processed/DAJ-2014-06-27-0655-0003.wav,5,4,0
इदानं यज्ञप्रयोजनमुक्त्वा अनन्तरं यज्ञस्वरूपार्थविषये तयोस्संबन्धं कथयिष्यामि ,इदानीम् यज्ञ प्रयोजनम् उक्त्वा अनन्तरम् यज्ञ स्वरूपा विषये सम्बन्धम् अदेयम् ,631,10,25,6,72,/home/holla/data/processed/ANA-2010-07-20-0216-0112.wav,6,4,0
आनन्तर्यं इत्युक्ते कस्मात् अनन्तरं इति प्रश्नः ,आनन्तर्यम् इत्युक्ते कस्मात् अनन्तरम् इति प्रश्नः ,281,2,4,6,42,/home/holla/data/processed/AAM-2010-07-11-0520-0043.wav,2,0,0
तत्र प्रथमतः इह एक विंशजि यज्ञभेदाः उक्ताः ,तत्र प्रथमतः इह एकविंशति यज्ञ भेदाः उक्ताः ,746,3,1,7,36,/home/holla/data/processed/KAM-2010-07-20-0428-0013.wav,3,0,0
राज्यपालत्वेन एतस्य कार्यकालः आगामिनि वर्षे जान्युआरिमासे पूर्णतां नेयाः आसीत् ,राज्य पात्रेण एतस्य कार्य कालः आगामिनि वर्षे जनवरी मासे पूर्णताम् नयः आसीत् ,194,8,13,9,70,/home/holla/data/processed/BDS-2014-06-19-1810-0012.wav,5,3,0
तत्र सः हेतुः एकान्तिकत्वं न भजते ,तत्र सः हेतुः एकान्ते त्वम् भजते ,53,2,4,6,28,/home/holla/data/processed/AAM-2010-07-11-0520-0016.wav,2,0,0
श्वः एव श्रीमोदी रशियाराष्ट्रपतिना साकमपि उभय पार्श्विकीं विचारणाम् अनुष्ठास्यति ,श्वः एव श्री मोदितः रत्या राष्ट्रपति साकमपि उभयपक्षवन्निर्वाहः स्यात् ,165,7,30,9,72,/home/holla/data/processed/DAJ-2014-07-13-0655-0006.wav,7,0,0
राष्ट्रियान्वीक्षणाभिकरणस्य प्रमुखः अद्य बर्दवानविस्फोटकाण्डस्य प्रगतिविवरणं समैक्षत ,राष्ट्रिय वक्ष्यामि करणस्य प्रमुखः अद्य वर्तमान विस्फूर्जथुः प्रगति विवर्णम् समीक्षते ,425,8,24,6,79,/home/holla/data/processed/NKN-2014-10-24-1810-0002.wav,4,4,0
एताभ्यां द्वाभ्यां साध्यं यागं दृष्टवान् इति अर्थः ,एताभ्याम् द्वाभ्याम् साध्यम् यागम् दृष्टवान् इत्यर्थः ,574,6,10,7,44,/home/holla/data/processed/VAM-2010-06-22-2218-0045.wav,5,0,1
मुख्य निर्वाचनाधिकारिणः कार्यालयात् आम आदमी पार्टीति दलं विरुद्ध्य आदेशः प्रसारितः ,मुख्ये निर्वाचन अधिकारिणः कार्यालयात् आम् पद्मी पातनम् विरुध्य आदेशः प्रसारितः ,442,8,15,10,73,/home/holla/data/processed/SUK-2015-02-01-0655-0004.wav,8,0,0
प्रायेण इदानीं संप्रदाये वेदाध्ययनं कुत्वा ततः यज्ञध्ययनां न कोपिकरोति ,प्रायेण इदानीम् सम्प्रदायः वेदाध्ययनम् कृत्वा ततः ज्ञानम् न कोऽपि करोति ,122,7,16,9,62,/home/holla/data/processed/ANA-2010-07-20-0216-0008.wav,6,1,0
अद्य मध्याह्न भोजनावकाशानन्तरं राज्यसभायाः कार्यप्रक्रिया बाधिता अवर्तत ,अद्य मध्याह्ने भोजन कालानन्तरम् राज्य सभायाः कार्य प्रक्रिया बाधितः अवर्तत ,420,8,7,7,65,/home/holla/data/processed/DAJ-2014-07-15-1810-0001.wav,5,3,0
ऋग्वेदस्य तावत् सायणात् पूर्वकालिकाः उवटमहीधरादयः भाष्यमकुर्वन् ,स्वेदस्य तावत् कारणात् पूर्वकालिता महीधरः भाष्यम् कुर्वन् ,804,6,13,6,58,/home/holla/data/processed/VP3-2015-04-10-1200-0036.wav,5,1,0
अन्यच्च यज्ञाध्ययनं कर्तुं प्रवृत्तस्य यज्ञानुष्ठानमपि द्रष्टव्यमेव ,अन्यच्च यज्ञाख्यम् कर्तुम् प्रवृत्तस्य ज्ञाननिष्ठा नापि द्रष्टव्यम् ,867,5,12,6,62,/home/holla/data/processed/ANA-2010-07-20-0216-0030.wav,4,1,0
प्रधान मन्त्री स्वीय मन्त्रिणां कार्यान्वयनयोजनां परिचर्चितुं गत दिने एतान् पृथक्पृथक् मिलितवान् ,प्रधानमन्त्रि स्व मन्त्रिणाम् कार्यानेन योजनाम् पर चर्चितुम् गत दिने एतान् पृथक् पृथक् मिलितवान् ,728,9,13,11,86,/home/holla/data/processed/BDS-2014-05-31-0655-0002.wav,7,2,0
शिरसि नैकाघात् कारणात् असौ गतवासरे सम्मूर्च्छावस्थां सम्प्राप्तः ,शिरसि नैका घातः कारणात् असौ गत्वा मूर्छावस्थाम् सम्प्राप्तः ,195,4,12,7,58,/home/holla/data/processed/MDV-2014-08-09-1810-0011.wav,3,1,0
पूर्वपञ्जाब मन्त्री बलराम्जीदासटण्डनः छत्तीसगढे राज्यपाल पदम् अलङ्करिष्यति ,पूर्व पञ्च मन्त्री बल रञ्जनात् कण्ठः छत्तीसगढस्य पादम् ,351,7,30,7,68,/home/holla/data/processed/SUK-2014-07-14-1810-0024.wav,6,1,0
सत्यभामा महता श्रमेण दुःखातीता अभवत् ,सत्यभामा महता श्रमेण दुःखिता अभवत् ,300,1,3,5,32,/home/holla/data/processed/VP1-2015-04-10-1200-0062.wav,1,0,0
लोकसभानिर्वाचनेषु स्वीयोत्कृष्टविजयार्थं नरेन्द्रमोदी अनेकैः विश्व नेतृभिः अभिनन्दितः ,लोक सभा निर्वाचन स्यात् कृष्ण विजयाश्वम् नरेन्द्र मति अनेकैः विश्व नेत्रैः अभिनन्दितः ,504,9,17,7,79,/home/holla/data/processed/DAJ-2014-05-17-0655-0013.wav,4,5,0
एष विद्वत्तल्लजः अनेकेषु शास्त्रेषु कृत परिश्रमः ,एषः विद्वत्ताम् अनेकेषु शास्त्रेषु कृतपरिश्रमाः ,748,4,7,6,43,/home/holla/data/processed/VP1-2015-04-10-1200-0026.wav,3,0,1
विदेश मन्त्रालयस्य प्रवक्ता अब्रवीत् यत् नेतृ द्वयस्य सम्भाषणं सौहार्दपूर्णं अवर्तत ,विदुष मन्त्रा स्य प्रवक्ता अब्रवीत् यत् नेत्रे द्वयस्य सम्भाषणम् सौहार्द पूर्णम् वर्तत ,956,8,11,10,74,/home/holla/data/processed/DAJ-2014-07-15-1810-0007.wav,6,2,0
यदि उत्तमा वृष्टि अपेक्षिता सर्वाण्यपि कर्माणि यजमयत्वेन कार्याणि इत्यभिप्रायः ,यदि उत्तमा वष्टि अपेक्षिता सर्वाण्यपि कर्माणि यज्ञाय त्वेन कार्याणि इति अभिप्रायः ,458,5,6,9,70,/home/holla/data/processed/ANA-2010-07-20-0216-0240.wav,3,2,0
तत्र प्रथम काण्डे प्रथम प्रकाठ् प्रपाठके पौरोडाशिक मन्त्राः प्रोक्ताः ,तत्र प्रकाण्डे परम्परा रिक्ता प्राप्ताः ,152,8,28,9,61,/home/holla/data/processed/VP3-2015-04-10-1200-0014.wav,4,0,4
द्वितीये प्रश्ने एकोन त्रिंशत् खण्डाः सन्ति ,द्वितीये प्रश्ने एको न त्रिंशत् खण्डाः सन्ति ,723,2,0,6,38,/home/holla/data/processed/AAM-2010-07-11-0520-0037.wav,1,1,0
सर्वोच्च न्यायालयः अशेष देशे वृषभशकटानां वृषभाणां च प्रयोगं प्रतिषिद्धवान् ,सर्वोच्चः न्यायालये अशेष देशे वृषः शकटम् विषयाणाम् च प्रयोगम् प्रतिषिद्धवान् ,288,6,13,9,66,/home/holla/data/processed/BDS-2014-05-08-0655-0003.wav,5,1,0
प्रधान मन्त्री अत्र श्वः चीनराष्ट्रपतिना साकं महत्त्वाधायिनीम् उभय पार्श्विकीं मन्त्रणाम् अपि विधास्यति ,प्रधानमन्त्रि अत्र श्वः च राष्ट्रपति साकम् महत्वाधायिनीम् उभयपक्षस्य किम् मन्त्राणाम् अपि विधास्यामि ,251,10,21,12,92,/home/holla/data/processed/DAJ-2014-07-13-0655-0005.wav,8,1,1
वेदनित्यत्वन्तु उत्तरमीमांसायां प्रतिष्ठापितम् ,वेद नित्यत्वम् तु उत्तरम् मासानाम् प्रतिष्ठापितम् ,851,5,6,3,44,/home/holla/data/processed/AAM-2010-07-11-0520-0100.wav,2,3,0
इत्यादि वाक्येषु सर्व हिरन्यः विराजः तत परं या सृष्टिः तत्रैव परिकल्पनीयम् ,इत्यादि वाक्ये सर्वम् रागः ततःपरम् यान्ति तत्रैव परिकल्प्य ,786,9,23,11,64,/home/holla/data/processed/ANA-2010-07-20-0216-0177.wav,6,0,3
राष्ट्रमद्य महात्म गान्धिनं श्रीलाल् बहादुर्शास्त्रिणंश्च जन्म दिवसमुपलक्ष्य तौ स्मरति ,राष्ट्रम् महात्मगान्धि लालसा शास्त्रम् च जन्म दिवसम् लक्ष्यत स्मरति ,33,7,22,9,78,/home/holla/data/processed/NKN-2014-10-02-1810-0002.wav,7,0,0
कूपे जलस्य उद्धरणाय एका दीर्घरज्जुः बद्ध्यते ,कूपे जलस्य उद्धरणे एका दीर्घ रज्जुः बध्यते ,945,4,4,6,39,/home/holla/data/processed/VP1-2015-04-10-1200-0006.wav,3,1,0
मर्कटः वृक्ष शाखाम् आरुह्य फलानि अवचित्य खादति ,अर्कः वृक्ष शाखाम् आरुह्य फलानि अविद्य खादति ,547,2,4,7,40,/home/holla/data/processed/VP1-2015-04-10-1200-0032.wav,2,0,0
अपरपराधी जमीलुद्दीन्नसीरः न्यूनतमत्रिंशद् वर्षावधये कारावासं भजिष्यति ,अपरा अपराधी मुदम् शिरः न्यूनता त्रिंशत् वर्षा वधे कारा सम्भविष्यति ,530,10,20,6,64,/home/holla/data/processed/MGV-2014-05-21-1810-0007.wav,6,4,0
एषः महिषः रात्रौ स्थूलगजः इव आभाति ,एषः महेशः रात्रौ स्थूला गजः इव आभाति ,741,3,3,6,29,/home/holla/data/processed/VP1-2015-04-10-1200-0012.wav,2,1,0
एतं गोरक्षितं ग्रासम् अश्वेभ्यः मा देहि ,एतम् रक्षितम् ग्रामम् अश्वस्य मा देहि ,70,4,9,6,34,/home/holla/data/processed/VP1-2015-04-10-1200-0053.wav,4,0,0
कतिपयाः नद्याः संकट चिन्हम् अतिक्रम्य प्रवहन्ति ,कतिपय नद्याः सङ्कर चिह्नम् अतिक्रम्य प्रभवन्ति ,750,4,9,6,42,/home/holla/data/processed/NKN-2014-08-18-1810-0016.wav,4,0,0
प्रधान मंत्रिणा नरेन्द्र मोदिना मंत्रि मण्डलस्य सर्वासां स्थायि समितीनां विसर्जनं कृतम् ,प्रधानमन्त्रिणः नरेन्द्र दीना मन्त्रिमण्डलस्य सर्वासाम् स्थायी समीचीनम् विसर्जनम् कृतम् ,810,9,17,11,77,/home/holla/data/processed/MDV-2014-06-11-0655-0001.wav,7,0,2
भारतस्य ऊन त्रिंशत्तमराज्य रूपेण तेलंगाना श्वः प्रतिष्ठापितं भविष्यति ,भारतस्य ऊन तत् राज्य रूपेण तल्पानाम् प्रतिष्ठापितम् भविष्यति ,414,5,15,8,62,/home/holla/data/processed/BDS-2014-06-01-1810-0003.wav,5,0,0
प्रशासनस्य जनानां च मध्ये सेतु रूपेण कार्याण्याचरितुं तेन दलनेतारो निर्दिष्टाः ,प्रशासनस्य जनानाम् च मध्ये सेतुरूपेण कार्याणि चरितुम् तेन नीता निर्विष्टाः ,791,6,13,10,69,/home/holla/data/processed/DAJ-2014-06-01-0655-0014.wav,6,0,0
प्रधान मन्त्रिणः नरेन्द्र मोदिनः भूटान यात्रा बहुसफ<unk>ला सन्तोषप्रदा च सम्पन्ना ,प्रधानमन्त्रिणः नरेन्द्र मोदितः भूतानि यात्रा बहु सफला सन्तोषः प्रदाय सम्पन्ना ,438,8,10,10,72,/home/holla/data/processed/SUK-2014-06-16-1810-0001.wav,6,1,1
यदि मनुः सर्वज्ञः कपिलोपि सर्वज्ञः भवेत् ,यदि मनुः सर्वज्ञः कुपितोऽपि सर्वज्ञः भवेत् ,337,1,3,6,35,/home/holla/data/processed/AAM-2010-07-11-0520-0090.wav,1,0,0
अपरस्यां स्पर्धायाम् राजस्थानरोयल्स्दलं मुम्बईइण्डियन्स्वृन्देन पञ्च विंशति धावनाड्कैः पराजितम् ,परस्याम् स्पर्धायाम् राज्यान्तरम् मुम् इण् स्विन्ने पञ्चविंशति धावनम् कैः पराजितम् ,462,8,26,8,88,/home/holla/data/processed/BDS-2014-05-20-0655-0014.wav,6,2,0
किन्तु वेदार्थसारभूताः गीताः सन्ति किल ,किन्तु वेदार्थः सारभूता गताः सन्ति ,459,4,6,5,34,/home/holla/data/processed/ANA-2010-07-20-0216-0044.wav,4,0,0
महाभारत युद्धे अर्जुनः सपुत्रः अयुध्यत ,महाभारते युद्धे अर्जुनः स पुत्रः युज्यत ,829,4,3,5,34,/home/holla/data/processed/VP1-2015-04-10-1200-0005.wav,3,1,0
एवं हि प्रधान मन्त्रिकृषिसेचनयोजनायै सहस्रकोटि रूप्यकाणां प्रावधानम् उपन्यस्तम् ,एवम् हि प्रधानमन्त्रि कृषि केचन योजना सह कोटि रूप्यकाणाम् प्रधानम् उपन्यस्ताम् ,881,10,13,8,72,/home/holla/data/processed/DAJ-2014-07-10-1810-0022.wav,7,3,0
अहं परीक्षायां द्वित्राः लेखनीः नयामि ,अहम् परीक्षायाम् द्वित्राः लेखने नयामि ,928,3,6,5,33,/home/holla/data/processed/VP2-2015-04-10-1200-0012.wav,3,0,0
तेलुगुदेशम्पार्टी दलाध्यक्ष चन्द्रबाबूनायडूः अद्य सायम् आन्ध्रप्रदेशस्य मुख्य मन्त्रित्वेन प्रतिज्ञाप्यते ,तदुपदेशम् पाठितवान् यक् चन्द्रमा नद्या सायम् आन्ध्रप्रदेशस्य मुक्त मन्त्रि त्वेन प्रति ज्ञास्यति ,843,10,26,9,97,/home/holla/data/processed/BDS-2014-06-08-1810-0002.wav,7,3,0
पर्वेदं मुस्लिमानां रम्ज<unk>ान इतिपवित्रव्रत मासस्य पूर्णतावसरे आमान्यते ,पर्वेदम् मुस्लिम नाम रसान् इति पवित्र भरत मासस्य पूर्णा अवसरे आमान्यते ,763,9,17,7,67,/home/holla/data/processed/MGV-2014-07-29-0655-0004.wav,5,4,0
विरीहिपाक दि वीहिपाकादि निमित्तानि अपेक्षन्ते अनुष्ठातुम् ,गिरिः पाक इति विपाके निमित्तेन अपेक्ष्यन्ते अनुष्ठातुम् ,167,6,15,6,52,/home/holla/data/processed/KAM-2010-07-20-0428-0159.wav,5,1,0
अपि तु इदानीन्तने सारस्वत पाठे संहिता भागे सप्त काण्डानि विद्यन्ते ,अपि तु तदानीन्तनः सारस्वतः पाठे संहिता भागे सप्ताङ्गानि विद्यन्ते ,192,4,6,10,57,/home/holla/data/processed/VP3-2015-04-10-1200-0013.wav,3,0,1
असौ चण्डीगढे अद्य मुख्य मन्त्रिणे भूपेन्द्र सिंगहूडा महाभागाय त्यागपत्रं प्रादात् ,असौ चण्डी घटे अद्य मुख्यमन्त्रिणम् भूतेन्द्रियाणि भागा त्याग पत्रम् प्रादात् ,93,8,17,10,72,/home/holla/data/processed/DAJ-2014-07-29-1810-0014.wav,8,0,0
अपि चैतानि वस्तूनि त्रिशतैः अतिरिक्तैः शासनिकापणैः अपि उपलम्भयितुं प्रयत्यते ,अपि च तानि वस्तूनि त्रितः अतिरक्ता शासने कामैः अपि उपलम्भात् प्रयत्यते ,239,7,13,9,68,/home/holla/data/processed/DAJ-2014-07-03-1810-0005.wav,5,2,0
तेन साकम् अन्येपि पञ्च दश मन्त्रिणः पदगोपनीयतायै प्रतिज्ञापयिष्यन्ते ,तेन साकम् अन्येऽपि पञ्चदश मन्त्रिणः पदग पन्ताय प्रति ज्ञायन्ते ,556,7,10,8,61,/home/holla/data/processed/DAJ-2014-06-02-0655-0008.wav,6,1,0
घटनायां द्वाविंशतिः छात्राः मृताः अनेके अन्याश्च आहताः ,घटनानाम् द्वाविंशतिः छात्राः मृताः अनेके अन्यश्च आहताः ,934,2,4,7,48,/home/holla/data/processed/MDV-2014-07-24-1810-0006.wav,2,0,0
सुरक्षा बलैः कृत्सनमपि क्षेत्रं परिवारितम् अन्वेषणानि अभयानं च प्रवर्तितम् ,सुरक्षायै कथनमपि क्षत्रम् परिवारम् अन्वेषणाय अभियानम् च प्रवर्तितम् ,890,7,17,9,66,/home/holla/data/processed/NKN-2014-07-17-1810-0013.wav,6,0,1
एषा गोमतल्लिका प्रत्यहं प्रभूतं पयः ददाति ,एषा मल्लिकाः प्रत्यहम् प्रभूतम् पयः ददाति ,387,3,8,6,36,/home/holla/data/processed/VP1-2015-04-10-1200-0024.wav,3,0,0
तृतीयं काण्डं सर्वम् उपानुवाक्य ब्राह्मणम् तत्तन्मन्त्राः सहैव पठिताः ,तृतीयम् काण्डम् सर्वम् उपमानाच्च ब्राह्मणम् तत्त् मन्त्राः सहैव पठिताः ,727,5,10,8,62,/home/holla/data/processed/VP3-2015-04-10-1200-0028.wav,4,1,0
प्रधान मन्त्रिणा राज्य प्रशासनाय स् एक सहस्र कोटि रूप्यकात्मक् साहाय्य राशिः आभिस्वीकृतः ,प्रधानमन्त्रिणः राज्य प्रशासनाय एक सहस्र कोटि रूप्यकात्मिका राशिः अभिभूतः ,904,6,18,12,77,/home/holla/data/processed/NKN-2014-10-14-1810-0005.wav,3,0,3
षोडश्याः लोकसभायाः नवनिर्वाचिताः सांसदाः अद्य प्रतिज्ञापयिष्यन्ते ,शोच्याः लोक सभायाः नव निर्वापितः सांसदाः अद्य प्रतिज्ञाय ष्यञ् ते ,760,8,8,6,60,/home/holla/data/processed/BDS-2014-06-05-0655-0002.wav,4,4,0
असौ अद्य हरियाणाराज्ये महेन्द्रगढे स्वीयाम् आद्यां जन सभां सम्बोधयतिस्म ,असौ अद्य हरियाणा राज्ये महेन्द्रे स्याम् आज्ञाम् जन सभाम् समबोधयन् स्म ,60,8,13,9,63,/home/holla/data/processed/NKN-2014-10-08-1810-0003.wav,6,2,0
शनिवासरानन्तरं न कस्याश्चन अप्रिय घटनायाः सूचना अधिकतास्ति ,निवासः अनन्तरम् न तस्याश्च प्रिय घटनायाः सूचना अधिगतानि ,489,5,12,7,52,/home/holla/data/processed/DAJ-2014-05-12-1810-0009.wav,4,1,0
